1M,3M,6M,1Y,2Y,3Y,5Y,7Y,10Y,20Y,30Y
0.27,0.31,0.45,0.57,0.74,0.86,1.15,1.42,1.59,1.91,2.3
0.1,0.1,0.14,0.18,0.27,0.36,0.71,1.11,1.65,2.37,2.74
5.22,5.14,5.1,4.93,4.59,4.5,4.46,4.46,4.5,4.73,4.62
4.41,4.36,4.41,4.28,4.03,4.05,4.16,4.29,4.48,4.82,4.78
4.95,4.9,5.0,4.96,4.88,4.83,4.82,4.83,4.88,5.09,5.01
0.24,0.34,0.47,0.65,0.81,0.98,1.26,1.56,1.77,2.19,2.52
0.23,0.33,0.47,0.61,0.8,0.92,1.18,1.44,1.57,1.91,2.23
2.33,2.2,2.14,2.08,1.98,2.24,2.81,3.26,3.79,4.55,4.58
0.08,0.1,0.15,0.22,0.41,0.62,1.22,1.78,2.38,3.13,3.46
0.07,0.09,0.15,0.19,0.32,0.46,0.9,1.42,2.06,2.82,3.18
0.26,0.35,0.45,0.47,0.83,1.05,1.4,1.75,2.0,2.41,2.79
0.05,0.06,0.09,0.13,0.23,0.31,0.72,1.27,1.87,2.65,3.01
4.44,4.65,4.91,4.92,4.94,4.98,5.0,5.03,5.09,5.28,5.2
0.12,0.46,1.18,1.29,1.61,1.9,2.84,3.33,3.99,4.59,4.25
0.25,0.32,0.48,0.63,0.8,0.91,1.18,1.46,1.63,2.01,2.34
1.68,1.73,1.92,2.28,2.59,2.9,3.34,3.64,4.06,4.69,4.63
0.2,0.23,0.4,0.62,0.76,0.9,1.24,1.56,1.79,2.2,2.62
2.76,3.36,3.49,3.34,3.05,3.07,3.45,3.7,4.04,4.5,4.45
0.12,0.25,0.42,0.58,0.76,0.87,1.13,1.41,1.59,2.0,2.32
1.91,1.53,1.75,1.72,1.66,1.91,2.59,3.1,3.7,4.55,4.6
2.07,2.3,2.41,2.34,2.23,2.28,2.81,3.15,3.61,4.3,4.28
0.27,0.3,0.44,0.58,0.71,0.81,1.12,1.38,1.53,1.89,2.26
0.1,0.18,0.75,1.03,1.19,1.6,2.37,3.0,3.75,4.44,4.17
0.01,0.01,0.27,0.4,0.87,1.12,1.4,1.7,2.16,2.92,2.6
0.28,0.31,0.4,0.5,0.66,0.77,1.03,1.27,1.43,1.73,2.14
4.92,4.98,5.03,4.88,4.58,4.52,4.51,4.54,4.63,4.88,4.8
4.28,4.82,4.93,4.91,4.87,4.89,4.92,4.96,5.03,5.21,5.12
0.53,1.24,1.74,1.69,1.71,2.0,2.82,3.26,3.91,4.6,4.26
0.07,0.09,0.14,0.18,0.22,0.3,0.6,0.97,1.52,2.21,2.59
0.06,0.08,0.15,0.2,0.32,0.42,0.75,1.16,1.71,2.4,2.8
2.47,3.12,4.17,4.15,4.11,4.19,4.32,4.44,4.64,5.04,4.98
0.02,0.07,0.14,0.18,0.33,0.5,1.01,1.57,2.18,2.93,3.27
5.01,5.04,5.1,4.97,4.73,4.66,4.66,4.67,4.74,5.0,4.92
0.32,0.48,0.6,0.79,1.11,1.38,1.8,2.13,2.32,2.68,2.99
0.03,0.07,0.14,0.18,0.27,0.35,0.67,1.03,1.59,2.27,2.67
3.62,3.93,4.09,4.06,4.0,4.06,4.2,4.33,4.53,4.86,4.83
0.24,0.35,0.5,0.65,0.83,0.99,1.3,1.61,1.83,2.24,2.58
4.17,4.7,4.96,4.96,4.98,5.01,5.06,5.1,5.16,5.36,5.28
0.25,0.35,0.48,0.65,0.81,0.96,1.24,1.54,1.76,2.18,2.51
0.19,0.24,0.43,0.61,0.86,1.04,1.4,1.72,1.94,2.35,2.76
0.24,0.37,0.53,0.57,0.79,0.92,1.21,1.5,1.68,2.05,2.4
4.78,4.81,4.99,4.99,4.97,4.92,4.91,4.91,4.93,5.11,5.02
1.28,1.46,1.74,1.94,2.35,2.55,3.11,3.42,3.85,4.56,4.55
1.84,1.83,1.9,2.08,2.45,2.7,3.1,3.39,3.83,4.55,4.56
4.46,4.56,4.87,4.93,5.05,5.07,5.1,5.12,5.16,5.34,5.26
0.25,0.31,0.43,0.64,0.89,1.06,1.38,1.67,1.85,2.24,2.64
4.74,4.9,5.03,4.91,4.68,4.59,4.55,4.58,4.65,4.88,4.8
3.74,3.4,3.55,3.43,3.18,3.16,3.57,3.78,4.07,4.5,4.47
0.07,0.09,0.14,0.19,0.26,0.39,0.82,1.34,1.96,2.73,3.12
5.22,5.06,5.09,4.91,4.56,4.5,4.48,4.51,4.6,4.86,4.79
0.05,0.09,0.13,0.16,0.26,0.39,0.76,1.2,1.77,2.52,2.94
1.92,2.0,2.28,2.62,3.03,3.35,3.68,3.9,4.23,4.83,4.77
4.85,4.95,5.03,4.91,4.67,4.61,4.59,4.62,4.71,4.96,4.89
0.25,0.31,0.42,0.47,0.88,1.1,1.47,1.79,2.03,2.42,2.8
4.76,4.77,4.93,4.96,5.01,5.03,5.06,5.08,5.12,5.3,5.22
4.93,4.98,5.04,4.9,4.62,4.55,4.55,4.57,4.66,4.91,4.83
2.42,2.92,3.26,3.2,3.09,3.09,3.45,3.7,4.04,4.5,4.46
0.01,0.02,0.05,0.11,0.24,0.34,0.82,1.34,1.93,2.63,2.96
0.81,1.26,1.66,1.91,2.41,2.61,3.15,3.44,3.87,4.56,4.56
4.04,4.08,4.27,4.2,4.08,4.11,4.22,4.33,4.49,4.79,4.75
1.34,1.41,1.58,1.68,1.87,2.06,2.72,3.08,3.58,4.37,4.37
0.28,0.33,0.46,0.55,0.78,0.92,1.25,1.54,1.77,2.18,2.62
4.96,5.14,5.17,5.09,4.93,4.83,4.78,4.78,4.78,4.96,4.87
4.8,4.79,4.98,4.98,4.97,4.94,4.92,4.92,4.95,5.15,5.06
0.07,0.1,0.15,0.18,0.3,0.4,0.71,1.06,1.61,2.3,2.7
4.97,5.14,5.18,5.11,4.98,4.9,4.85,4.85,4.87,5.06,4.96
5.23,5.16,5.16,5.06,4.87,4.77,4.72,4.72,4.74,4.94,4.83
1.58,1.67,1.93,2.16,2.31,2.58,3.02,3.34,3.77,4.41,4.38
0.08,0.1,0.15,0.2,0.25,0.35,0.63,0.98,1.5,2.18,2.57
4.42,4.74,4.97,4.97,4.97,5.01,5.05,5.09,5.14,5.32,5.24
0.02,0.03,0.06,0.11,0.21,0.33,0.79,1.31,1.87,2.57,2.89
0.21,0.28,0.38,0.57,0.79,0.94,1.26,1.55,1.75,2.18,2.59
5.1,5.04,5.07,4.93,4.63,4.57,4.57,4.6,4.68,4.95,4.87
4.03,3.96,4.07,3.98,3.82,3.85,4.06,4.2,4.4,4.72,4.68
2.35,2.31,2.13,2.06,1.93,2.1,2.67,3.09,3.62,4.38,4.41
5.04,4.99,5.05,4.95,4.74,4.74,4.8,4.85,4.92,5.12,5.04
1.73,1.72,1.95,2.1,2.33,2.62,3.08,3.4,3.84,4.49,4.46
3.72,4.06,4.28,4.23,4.15,4.21,4.38,4.49,4.67,4.93,4.87
0.16,0.09,0.15,0.18,0.25,0.35,0.63,1.04,1.62,2.37,2.79
0.18,0.21,0.39,0.59,0.73,0.87,1.21,1.54,1.78,2.2,2.61
2.0,2.02,2.24,2.53,2.91,3.2,3.54,3.77,4.11,4.76,4.7
0.07,0.09,0.14,0.17,0.22,0.29,0.59,0.95,1.49,2.17,2.55
3.53,3.13,3.33,3.2,2.92,2.93,3.23,3.48,3.83,4.29,4.26
2.13,2.28,2.36,2.33,2.29,2.33,2.87,3.23,3.69,4.35,4.34
